b2b3;;;;
0;25;50;75;100
1.5299999999999998;1.6649999999999998;1.7999999999999998;1.9349999999999998;2.07
1.500084644522107;1.6526263258079168;1.7999999999999998;1.9505211433126373;2.0441625101132406
1.230101666539174;1.3696977677117692;1.5;1.6301035374125474;1.6852163564820948
0.973408732236134;1.0925482950704088;1.2000000000000002;1.30344540673985;1.3374306720799107
0.7253364363337207;0.8186629608991529;0.8999999999999999;0.9760635654201202;0.9977428767689416
0.722755383924467;0.8189631973627801;0.8999999999999999;0.9746417730637003;0.9944599553478658
0.9618693675960472;1.0931276428512606;1.2000000000000002;1.2958398730026865;1.3233682931118573
1.2011800004613185;1.3683778017436175;1.5;1.61381680071864;1.6523616987126537
1.2005935794216938;1.370583512731665;1.5;1.6038453835701496;1.651317400447192
1.6804172092139233;1.9220465726721598;2.0999999999999996;2.2270686640402206;2.3110256116167642
1.9207779887845853;2.2005892426142983;2.4000000000000004;2.519827327326759;2.6421527507885236
2.401585499278437;2.6892286125555254;3;3.118567136356711;3.3049253074199987
2.6428397530859815;2.893784390573768;3.3000000000000003;3.4045122507592076;3.639854939015107
2.8850336288557186;3.1039995776915053;3.5999999999999996;3.6972679115904548;3.979339054524319
3.3695097853753957;3.583565893580651;4.199999999999999;4.304931070175318;4.659803956170979
3.6180178730473234;3.820904428216602;4.5;4.611752436975172;5.022823145774976
3.8735275807411496;4.072948465304938;4.800000000000001;4.93865838328262;5.406034852834688
4.140740047306737;4.360829737508653;5.1;5.28420952590723;5.81215037217474
3.9339663607339914;4.1553039513533765;4.800000000000001;5.032805297811965;5.542902985777114
3.986259949883947;4.231053111967477;4.800000000000001;5.124798680906069;5.6115449456713975
3.7984653642737056;4.058959557090635;4.5;4.838607069342982;5.162539122230063
3.864091899842525;4.159754065211489;4.5;4.8520778626106615;5.0688040451340575
3.6619417067993467;3.9665067918393873;4.199999999999999;4.530760836863;4.672790896157962
3.669164541196273;4.016068790473943;4.199999999999999;4.5315853821810315;4.642880534251353
3.4135191472204305;3.7617386591564825;3.9000000000000004;4.20906932488159;4.298802269913359
3.4196809302899385;3.781969725312051;3.9000000000000004;4.210178341676455;4.293576084424498
3.1620575957471213;3.501892531699829;3.5999999999999996;3.883586996000549;3.9613302641576187
3.167226113217861;3.5014576072367003;3.5999999999999996;3.8814748667029746;3.9605343182177215
3.1721343610327337;3.500772586810863;3.5999999999999996;3.8793513909339765;3.96021433139853
2.9120523934737976;3.2081629858272223;3.3000000000000003;3.5538255543663926;3.630078768321886
2.9160816966653638;3.2070111736348306;3.3000000000000003;3.551143318785477;3.6300901635589975
2.919882441388913;3.2055623751858384;3.3000000000000003;3.5478160444321643;3.630103206803903
3.140550415051195;3.482608164378211;3.5999999999999996;3.8584293720429463;3.9601288758934263
3.0785007909979;3.446235905675066;3.5999999999999996;3.8404250352226788;3.96014751753442
2.7606923937256482;3.1089844515393503;3.3000000000000003;3.497751864919059;3.630154783187536
2.52698571252001;2.7949550030492536;3;3.154996326573205;3.3001610631090954
2.5448990177563013;2.7615567593283137;3;3.12946399543187;3.3002272692070265
2.3066632639997433;2.459983265275844;2.7;2.8139566869832646;2.9702885946049786
2.0645188553997795;2.1940235435958773;2.4000000000000004;2.4990704230494556;2.6403618971744534
1.818243655015517;1.925959596327049;2.0999999999999996;2.1847929763800615;2.3104466469344658
1.8291699230753629;1.9317113796544116;2.0999999999999996;2.1829603756623914;2.3106298323559202
1.8162841537692336;1.9226718673571772;2.0999999999999996;2.181198712972035;2.3108878301695888
1.5448063180249005;1.6395812826274747;1.7999999999999998;1.8704157333108045;1.9810721829026254
1.5322301665874414;1.630724959220261;1.7999999999999998;1.8712923026548096;1.9815095462757406
1.2663052180439434;1.3514468851153367;1.5;1.5602521585030342;1.651880175981401
1.0048718274262625;1.075287564993692;1.2000000000000002;1.2489809305687034;1.3222434898797968
0.997257941661489;1.0634724166132234;1.2000000000000002;1.24991381126359;1.323336029012022
1.2380162418878793;1.3160855892247327;1.5;1.563835733001614;1.6561728784924155
1.4766808892277843;1.565539330126008;1.7999999999999998;1.878808446533975;1.9908933510313171
1.4691142486412994;1.5539959490406312;1.7999999999999998;1.8816705803923877;1.9958688582650452
1.234405921505767;1.2987703441898173;1.5;1.5648060171443892;1.669008646557273
0.9977593429570677;1.0484608160651396;1.2000000000000002;1.2499415989135476;1.3414618374549663
0.7573140768448058;0.7944875624110836;0.8999999999999999;0.9378998452201683;1.016205529807092
0.7472885917088916;0.7888276179034093;0.8999999999999999;0.9391600167771307;1.0292884177171442
0.9853147370964656;1.053810276973761;1.2000000000000002;1.2552118105964265;1.3912429747805257
1.2211634547955355;1.3287933863194294;1.5;1.571820756562934;1.760062082651876
1.2137510862233016;1.3481430318955367;1.5;1.5731359853965925;1.7757969390997181
1.69226171405608;1.9198023087496052;2.0999999999999996;2.1909247267118896;2.45571659781462
1.92880824181495;2.229061382109076;2.4000000000000004;2.488865206137145;2.7593120721930995
2.4068619189490663;2.8207958649032343;3;3.0937593301338064;3.3903787387592734
2.6542788129715666;3.1428927117872156;3.3000000000000003;3.4165655388789453;3.7980526353854085
2.908928456758929;3.4499044661430096;3.5999999999999996;3.7411844236476375;4.217070425331516
3.420662581879627;4.038959436020143;4.199999999999999;4.37499593288876;4.9800948125438165
3.7106749633509857;4.34013437908041;4.5;4.692056178241251;5.370906704731835
4.025549768527804;4.644363621848446;4.800000000000001;5.015394304995649;5.716541410373251
4.360009698537629;4.951731239565232;5.1;5.347306451482147;6.05604532678277
4.176811457027641;4.675275807145328;4.800000000000001;5.059524413225165;5.677842443513902
4.233428948705672;4.686655968541527;4.800000000000001;5.097025405625011;5.649963183315636
4.003989074923752;4.400756372412265;4.5;4.8215702600565296;5.265043644190166
3.9492409881526895;4.389775152938251;4.5;4.86579682183725;5.228297887177456
3.60265586487542;4.080405424600864;4.199999999999999;4.57381887268104;4.840254501575798
3.507297578928436;4.061228073830717;4.199999999999999;4.592357499518422;4.800023696461338
3.188542875974511;3.757371553074876;3.9000000000000004;4.268776244628201;4.4217830561501215
3.150278754685443;3.7495522717226164;3.9000000000000004;4.264402153704416;4.390512173880199
2.9157550920653383;3.4624996817852334;3.5999999999999996;3.905648080652138;4.028787803742627
2.9254420775886154;3.464178417233912;3.5999999999999996;3.8748662377638006;4.0098422900306785
2.9372898127584004;3.466191325237403;3.5999999999999996;3.878581554823558;4.05264012312935
2.7055637966045083;3.179503703133395;3.3000000000000003;3.5587594734305936;3.7711177276198344
2.7209086060803727;3.1819629628667565;3.3000000000000003;3.5549074602655106;3.8336084683341616
2.7350772710102147;3.1839541302145213;3.3000000000000003;3.539549795474216;3.8862319982999933
3.000682038945988;3.47531368872296;3.5999999999999996;3.836343370271405;4.2775946761145685
3.0189136552133635;3.476853901762891;3.5999999999999996;3.8512328263457354;4.299007280100176
2.7849068733085955;3.1879089939831373;3.3000000000000003;3.5411174209799787;3.950787249705158
2.5481374831182384;2.8979255488697575;3;3.2277181358257248;3.5960567018577088
2.5645861230139535;2.896447945356226;3;3.2356798441528216;3.598158193583937
2.3226192792423523;2.597020270617584;2.7;2.9191294353289066;3.2392286862376025
2.076867407085647;2.2924764774559803;2.4000000000000004;2.600862099623323;2.8792643465945438
1.7730067252640258;1.9622783216595703;2.0999999999999996;2.281207227828644;2.5193093319497186
1.732687605519311;1.9226465657809981;2.0999999999999996;2.2867732475648554;2.519258945208207
1.7059676032261377;1.8848599913815463;2.0999999999999996;2.2924311183368125;2.5192048965346165
1.450100036303079;1.588228452716303;1.7999999999999998;1.9284034421240999;2.159268790202431
1.4503579116025134;1.5704977330538181;1.7999999999999998;1.9026023562385774;2.1592154902021368
1.2088516328109922;1.2969208833163621;1.5;1.5728420871305668;1.799298602709674
0.9672615374363001;1.0304045195283984;1.2000000000000002;1.259846852528074;1.4393980077033361
0.967446053324445;1.0252775542535886;1.2000000000000002;1.2614585846677624;1.4386686170046943
1.2157063164471684;1.2818867157198615;1.5;1.5788333580583789;1.7963463881745505
1.470840594647202;1.5477101512554305;1.7999999999999998;1.8966098763712134;2.1505266015564195
1.4881832461327218;1.5612396829045123;1.7999999999999998;1.897425034611927;2.1401965808266823
1.2588820338884619;1.3155613791892011;1.5;1.579860664853903;1.7676396077919694
1.0239890090785266;1.065503222369939;1.2000000000000002;1.260606919390163;1.3944363472772296
0.7801956508301217;0.8107860411449022;0.8999999999999999;0.9418087074718707;1.0281018026110147
0.7914587409619245;0.8222644364945516;0.8999999999999999;0.9384608363333322;1.0123271946527013
1.065636298549548;1.1091197757995408;1.2000000000000002;1.2563232327956133;1.3354947575293632
1.3400225296291257;1.4001580209147741;1.5;1.5907601662987234;1.6808649888809988
1.3446004028023404;1.4128488488597806;1.5;1.6156144911262966;1.6967437145094786
1.8859694528233317;1.9817558528616108;2.0999999999999996;2.2998764631386543;2.4027482905686828
2.1575638119309435;2.268109071339043;2.4000000000000004;2.6705998988923176;2.7792522329609888
2.6932897648540144;2.8357533484501;3;3.3834775922178957;3.512156505111391
2.9539733088663267;3.1176646996826753;3.3000000000000003;3.7373490941409147;3.8967832924005092
3.2031935350767315;3.3943254545988077;3.5999999999999996;4.024678675117481;4.1958020283001725
3.6949066659841066;3.9425646698403143;4.199999999999999;4.622071904710002;4.8134823513428815
3.8871971078786314;4.1929754821113985;4.5;4.878358371794885;5.0749208033216044
4.051947283309259;4.4316939358825564;4.800000000000001;5.192878546354177;5.430490135687698
4.213450319798273;4.671174004192684;5.1;5.50235885701668;5.789430540172049
3.905796238858406;4.375183166780123;4.800000000000001;5.161289131918236;5.468224586737131
3.9117851914777315;4.287067140042264;4.800000000000001;5.17451031218682;5.48830598660653
3.6733278139375227;3.9514024981964315;4.5;4.863856936264737;5.164546350571818
3.679784550295012;3.906822513260335;4.5;4.876818896189744;5.1839605907849
3.4409003923169847;3.6875896315967407;4.199999999999999;4.46929535302907;4.856359298995517
3.4477500451248453;3.742828885002268;4.199999999999999;4.4040453642261275;4.873970444604823
3.208230201050179;3.5366931142653995;3.9000000000000004;4.056550215613102;4.54160354650761
3.272527212570908;3.6247889606997994;3.9000000000000004;4.03218054505319;4.507313632902486
3.090684053108202;3.415870272369676;3.5999999999999996;3.7091514923467344;4.127599400663141
3.1521883599466003;3.464628112993976;3.5999999999999996;3.7003988906782843;4.095418333042485
3.1939017639318164;3.4937122066466157;3.5999999999999996;3.6936774184336105;4.066011733834264
2.949321962436544;3.206682560597838;3.3000000000000003;3.3809522101151535;3.7039716707544117
2.960254550308431;3.2080133363613657;3.3000000000000003;3.3770573164206406;3.6849983675843085
2.9654912730467484;3.207783326423107;3.3000000000000003;3.3741104353448734;3.6701288442088496
3.237744227835168;3.49824426827242;3.5999999999999996;3.678433017673184;3.9914810491964827
3.236439345352428;3.495871921856329;3.5999999999999996;3.680625340707382;4.00205358037549
2.9648588469655284;3.202058887855237;3.3000000000000003;3.3764995378580265;3.68094475668459
2.692662394278998;2.90829582038168;3;3.0725246302156046;3.3603799475371745
2.6915615633240026;2.9059720882109845;3;3.0762226577457845;3.377415081384813
2.421270947202723;2.613133793418566;2.7;2.7726172332282712;3.0575742255528073
2.1510875555837825;2.320650240337214;2.4000000000000004;2.4687556421112475;2.735647640489445
1.8810491004176115;2.0306988410187046;2.0999999999999996;2.164421307920531;2.4103140352282613
1.8797349090430397;2.030775856099432;2.0999999999999996;2.1693258299170974;2.427175107811964
